,post_text,followers,friends,favourites,statuses,retweets,label,month,year
324,doctors vaccines httpstcolfqqm,189,169,698,3694,0,1,11,2015
325,spotlight prescription drug abuse httpstcoyukitpdmzh,189,169,698,3694,0,1,11,2015
326,adhd aint daddy home disorder httpstcojjxppxwit,189,169,698,3694,0,1,11,2015
327,next time notice feeling someone smiles mindfulness httpstcoftwrfz,189,169,698,3694,0,1,11,2015
328,screening children depression physical exams httpstcorfzoysmuf,189,169,698,3694,0,1,11,2015
329,genetic mutations cause half autism httpstcocnuiikrtr,189,169,698,3694,0,1,11,2015
330,job impact mental health httpstcozumjxloi,189,169,698,3694,0,1,11,2015
331,australian mental health system broken httpstcolryhgfzwl,189,169,698,3694,0,1,11,2015
332,scholars question adhd even exists httpstcoqiibmew,189,169,698,3694,0,1,11,2015
333,children going chiropractor httpstcovgjkgevfkc,189,169,698,3694,0,1,11,2015
334,know bipolar disorder httpstcoxznpppkq,189,169,698,3694,0,1,11,2015
335,kids screen electronics addiction httpstcorwcxnsut,189,169,698,3694,0,1,11,2015
336,increase adhd medication use httpstcowhwddqwpu,189,169,698,3694,0,1,11,2015
337,older women still enjoy sex httpstcowydfjnlfq,189,169,698,3694,0,1,11,2015
338,anyone expressed concern much worry anxiety httpstcordbvldhs,189,169,698,3694,0,1,11,2015
339,love addicted mean httpstcowngebpf,189,169,698,3694,0,1,11,2015
340,talking best therapy httpstcoxvhkeytg,189,169,698,3694,0,1,11,2015
341,college kids alcohol httpstcocsorpufzk,189,169,698,3694,0,1,10,2015
342,getting teachers mental health training httpstcomnjgssjdi,189,169,698,3694,0,1,10,2015
343,people recovery need support httpstconikuzdhvbe,189,169,698,3694,0,1,10,2015
344,tell dated men past relationships dating httpstcogwpgmsed,189,169,698,3694,0,1,10,2015
345,real men dont get depression stereotype httpstcogtspmrcgq,189,169,698,3694,0,1,10,2015
346,worsts habits mental health httpstcoutoiyz,189,169,698,3694,0,1,10,2015
347,tips overcome depression httpstcolcbwzvgz,189,169,698,3694,0,1,10,2015
348,different parenting styles httpstcochosyqqt,189,169,698,3694,0,1,10,2015
349,link maternity leave mental health httpstcozehloucqk,189,169,698,3694,0,1,10,2015
350,savoring positive emotions httpstcopbrburybae,189,169,698,3694,0,1,10,2015
351,suicide survivors point view httpstcohxliplyty,189,169,698,3694,0,1,10,2015
352,increased funding youth mental health substance abuse prevention httpstcoeruxhbejz,189,169,698,3694,0,1,10,2015
353,daily admissions selfharm httpstcoeakfenpevi,189,169,698,3694,1,1,10,2015
354,signs mental strength resilience httpstcoqaeginvg,189,169,698,3694,0,1,10,2015
355,questions sex addiction httpstcouqkoral,189,169,698,3694,0,1,10,2015
356,women greater risk ptsd men httpstcodjsi,189,169,698,3694,0,1,10,2015
357,want improve relationships httpstcoeqkmadzn,189,169,698,3694,0,1,10,2015
358,men anxiety depression httpstcoygwafrxgo,189,169,698,3694,0,1,10,2015
359,teen prescription drug use httpstcoshocxrzla,189,169,698,3694,0,1,10,2015
360,child becomes bully httpstcoousmyb,189,169,698,3694,0,1,10,2015
361,men biological clocks httpstcongghvpy,189,169,698,3694,0,1,10,2015
362,drug prevention tips youth httpstcokfgwbnl,189,169,698,3694,0,1,10,2015
363,looking therapist connecticut see weekends httpstcodhdbqrql,189,169,698,3694,0,1,10,2015
364,ever suspected someone experiencing ptsd httpstcoyyrxtwesh,189,169,698,3694,0,1,10,2015
365,really help make homework less stressful children httpstcovocgjrs,189,169,698,3694,0,1,10,2015
366,uses ecigarettes nicotine addiction httpstcoihsugikbfx,189,169,698,3694,0,1,10,2015
367,toxic workspace mentalhealth httpstcodvfsrlas,189,169,698,3694,0,1,10,2015
368,mental health treatment er mentalillness httpstcortkbdvehv,189,169,698,3694,0,1,10,2015
369,video games help manage adhd httpstcoccxzdbgyb,189,169,698,3694,0,1,10,2015
370,post partum depression look like httpstcotcgpmoh,189,169,698,3694,0,1,10,2015
371,deal aggressive children httpstcoqnnwvndvzj,189,169,698,3694,0,1,10,2015
372,keeping poor children school httpstconjkvnfm,189,169,698,3694,0,1,10,2015
373,know shyness httpstcomlijxuxlmb,189,169,698,3694,0,1,10,2015
374,mean people successful counseling httpstcokvfdzevbc,189,169,698,3694,0,1,10,2015
375,children sexually inappropriate behaviors httpstcooasmskbq,189,169,698,3694,0,1,10,2015
376,ever feelings emptiness httpstcoagccxwmhn,189,169,698,3694,0,1,10,2015
377,talked kid college parenting stress httpstcourkyldd,189,169,698,3694,0,1,10,2015
378,kids toddlers depression httpstcoccptrwyhus,189,169,698,3694,0,1,10,2015
379,help teen peer pressure parenting httpstcoxvhrtxdf,189,169,698,3694,0,1,10,2015
380,deal fetal alcohol syndrome parenting httpstcozxwxywlp,189,169,698,3694,0,1,10,2015
381,vitamin improve sleep httpstcouytgrpenq,189,169,698,3694,0,1,10,2015
382,parent year old parenting httpstcorghaixyac,189,169,698,3694,0,1,10,2015
383,use employers mental health screening tools mentalhealth httpstcopnqsbjhn,189,169,698,3694,0,1,10,2015
384,consequences making threats suicide httpstcoznjobvnwrf,189,169,698,3694,0,1,10,2015
385,married dissatisfied marriage httpstcopldyaoyfcx,189,169,698,3694,0,1,10,2015
386,powerful effect gratitude httpstcohmteuotku,189,169,698,3694,0,1,10,2015
387,vegetarian diet good httpstcolvqhdxb,189,169,698,3694,0,1,10,2015
388,oxytocin helps autism httpstcoyirwaghqc,189,169,698,3694,0,1,10,2015
389,dating divorce httpstcovujivgy,189,169,698,3694,0,1,10,2015
390,gender bias comes expressing anger httpstcoamgcxgatfb,189,169,698,3694,0,1,10,2015
391,psych meds used study aids medication httpstcoridqakotoh,189,169,698,3694,0,1,10,2015
392,college minor substance abuse addiction httpstcosamvwuct,189,169,698,3694,0,1,10,2015
393,college minor substance abuse addiction httpstcosamvwuct,189,169,698,3694,0,1,10,2015
394,people mental illness need listened mentalillness httpstcodnnizj,189,169,698,3694,0,1,10,2015
395,age young medicate anxiety toddlers httpstcoyqkigqz,189,169,698,3694,0,1,10,2015
396,paid sick days mental health reasons mentalhealth httpstcommessckoe,189,169,698,3694,0,1,10,2015
397,domestic violence victims taking control back women httpstcoxsylqisabu,189,169,698,3694,0,1,10,2015
398,questionable ads parenting magazines httpstconmhcnpzt,189,169,698,3694,0,1,10,2015
399,struggling parenting teen httpstcoocfvmjyuqp,189,169,698,3694,0,1,10,2015
400,consider controlling parent parenting httpstcoidhcq,189,169,698,3694,0,1,10,2015
401,strategies bipolar disorder httpstcoqunydohw,189,169,698,3694,0,1,10,2015
402,obsess food ocd httpstcosydbhhka,189,169,698,3694,0,1,10,2015
403,concerned child playing football helmet helmet contact concussions httpstcoqmjvskmgam,189,169,698,3694,0,1,10,2015
404,childhood adversity change brains httpstcohftqyehkj,189,169,698,3694,0,1,10,2015
405,think mentally ill women targeted abused mentalillness httpstcovzaxrvk,189,169,698,3694,0,1,10,2015
406,ever thought alcohol ads harmful teens httpstcojlplso,189,169,698,3694,0,1,10,2015
407,think much social media harmful kids httpstcontawdwwafm,189,169,698,3694,0,1,10,2015
408,borderline personality helps job httpstcoxibijul,189,169,698,3694,0,1,10,2015
409,would like see mental health taught school mentalhealth httpstcohbwydbct,189,169,698,3694,0,1,10,2015
410,partner diagnosed borderline personality disorder httpstcodckwwjy,189,169,698,3694,0,1,10,2015
411,american teens reckless teens elsewhere httpstcofjrpqlwdrq,189,169,698,3694,0,1,10,2015
412,ever thought depression complex simple mental health screen httpstcojlebmgymc,189,169,698,3694,0,1,10,2015
413,music impact thoughts feelings httpstcogzvdglr,189,169,698,3694,0,1,10,2015
414,many people toxic friends unaware friends toxic well relationships httpstcoxciqtunea,189,169,698,3694,0,1,10,2015
415,many parents would know child diagnosed depression httpstcounsmbpic,189,169,698,3694,0,1,10,2015
416,afford therapist one barriers getting help need httpstcobfqbgryhn,189,169,698,3694,0,1,10,2015
417,reasonable plan address addiction problem httpstcomzkxpedz,189,169,698,3694,0,1,10,2015
418,ever wondered mental illness could impact insurance coverage mentalillness httpstcotvtoovukgn,189,169,698,3694,0,1,10,2015
419,ever wondered whether parents see role modelsparenting httpstcoxlfnugf,189,169,698,3694,0,1,10,2015
420,informed teens alcohol use httpstconvqhvibn,189,169,698,3694,0,1,10,2015
421,ever wanted ask someone bisexuality httpstcopsvhrupxa,189,169,698,3694,0,1,10,2015
422,self acceptance lead growth httpstcogijjwthrj,189,169,698,3694,0,1,10,2015
423,keep blues away healthy diet healthyeating httpstcoucbkryph,189,169,698,3694,0,1,10,2015
424,marriage harming children httpstcolrigywrifg,189,169,698,3694,0,1,10,2015
425,myths aging httpstcovdemlpkfu,189,169,698,3694,0,1,10,2015
426,anxiety children httpstcozqcogrbcgn,189,169,698,3694,0,1,10,2015
427,older couples attuned httpstcosgppqtptj,189,169,698,3694,0,1,10,2015
428,celebreties depression httpstcouubcpcgh,189,169,698,3694,0,1,10,2015
429,adhd common problems httpstcoewukvhun,189,169,698,3694,0,1,10,2015
430,mental health mentalhealth httpstcoxqogrntn,189,169,698,3694,0,1,10,2015
431,gifts give selfcare httpstcovwekqtrf,189,169,698,3694,0,1,10,2015
432,selfcare checkins httpstcoehomcpyoo,189,169,698,3694,0,1,10,2015
433,trauma bonding httpstcomksctika,189,169,698,3694,0,1,10,2015
434,making transition high school college mentalhealth httpstconaghppe,189,169,698,3694,0,1,10,2015
435,personal beliefs get way healing counseling httpstcoserpnfhoe,189,169,698,3694,0,1,10,2015
436,rise mental health detentions mentalhealth httpstcofqiqtvkm,189,169,698,3694,0,1,10,2015
437,united nations reviewing mental health mental health httpstcodszynshz,189,169,698,3694,0,1,10,2015
438,college resources mental health improving mentalhealth httpstcoqzwnhnpz,189,169,698,3694,0,1,10,2015
439,time change therapists therapy counseling httpstcodqujlxgcfm,189,169,698,3694,0,1,10,2015
440,vegas treats mentally ill mentalillness homeless httpstcodxhdjjz,189,169,698,3694,0,1,10,2015
441,abolish death penalty law politics deathpenalty httpstcoqprgnn,189,169,698,3694,0,1,10,2015
442,lawyers accessed sexual assault records httpstcopugsqzv,189,169,698,3694,0,1,10,2015
443,unhappy work happiness httpstcoenayskf,189,169,698,3694,0,1,10,2015
444,top things psychiatric practitioner remember httpstcoqnexmvud,189,169,698,3694,0,1,10,2015
445,anxiety disorders prevented children httpstcosxhowsubn,189,169,698,3694,0,1,10,2015
446,messages provoke fear change attitude httpstcovlyahvjez,189,169,698,3694,0,1,10,2015
447,early intervention change nature schizophrenia httpstcoqrpojucz,189,169,698,3694,0,1,10,2015
448,talking children addiction httpstcoyiclknax,189,169,698,3694,0,1,10,2015
449,new theory origin depression httpstcozpsnbeuyta,189,169,698,3694,0,1,10,2015
450,psychological tricks bad leaders use httpstconqgywq,189,169,698,3694,0,1,10,2015
451,kids tired stressed bored httpstcoenjancwh,189,169,698,3694,0,1,10,2015
452,much sleep need httpstcoflbosfc,189,169,698,3694,0,1,10,2015
453,avoiding stress may answer httpstconbznpwis,189,169,698,3694,0,1,10,2015
454,foster children likely diagnosed adhd httpstcoeqatikmv,189,169,698,3694,0,1,10,2015
455,gardening therapy helps women return work httpstcomwwmtckp,189,169,698,3694,1,1,10,2015
456,profile pedophile httpstcoiujpkjzt,189,169,698,3694,0,1,10,2015
457,signs teen may suffer anxiety httpstcoktqqjbags,189,169,698,3694,0,1,10,2015
458,pain killer pill addiction epidemic httpstcotxmruibu,189,169,698,3694,0,1,10,2015
459,may miss dismiss someone drunk alcoholism httpstcogjfxzguif,189,169,698,3694,0,1,10,2015
460,hard find mental health professional httpstcouorlqssb,189,169,698,3694,0,1,10,2015
461,employers need offer mental health days httpstcoyrvlzygcr,189,169,698,3694,0,1,10,2015
462,reasons join support group httpstcoclvpkmzh,189,169,698,3694,0,1,10,2015
463,tips raising boys adhd httpstcoviocipnr,189,169,698,3694,0,1,10,2015
464,helping homeless people shower httpstcoiowignbwde,189,169,698,3694,0,1,10,2015
465,plan tackle addiction httpstcorlxpzksc,189,169,698,3694,0,1,10,2015
466,another kind abuse httpstcofxmtlzmwp,189,169,698,3694,0,1,10,2015
467,black americans killed times rate people developed countries violence httpstcoofphlsr,189,169,698,3694,0,1,10,2015
468,buprenorphine opiate addiction treatment httpstcortlykenlhi,189,169,698,3694,0,1,10,2015
469,signs nervous breakdown mentalhealth httpstcojuybpezx,189,169,698,3694,0,1,10,2015
470,third trip psychiatric facility httpstcopuqnegsa,189,169,698,3694,0,1,10,2015
471,improve marriage gratitude httpstcokhardz,189,169,698,3694,0,1,10,2015
472,helping grieving teens httpstcosnhiqcwph,189,169,698,3694,0,1,10,2015
473,myths adhd httpstcobjuxbhdqv,189,169,698,3694,0,1,10,2015
474,tell loved one mental illness mentalillness httpstcoidgstwwf,189,169,698,3694,0,1,10,2015
475,every family access mental healthcare mentalhealth httpstcolfcvllae,189,169,698,3694,0,1,10,2015
476,campus suicide rates rising httpstcosxdgujjw,189,169,698,3694,0,1,10,2015
477,triangulation httpstcozsaysjrzn,189,169,698,3694,0,1,10,2015
478,deadly consequences fat shaming emotional abuse httpstcoyvljkval,189,169,698,3694,0,1,10,2015
479,subconsciously resisting change httpstcoucdxdgpftj,189,169,698,3694,0,1,10,2015
480,supporting loved ones mental illness mentalillness httpstcodfrdkrfdt,189,169,698,3694,0,1,10,2015
481,minimizing substance abuse addiction httpstcoousuah,189,169,698,3694,0,1,10,2015
482,increased awareness lessen obesity httpstcocoinjsdjp,189,169,698,3694,0,1,10,2015
483,myths compasssion httpstcocmnocbpw,189,169,698,3694,0,1,10,2015
484,recovery depends hope httpstcozmdjai,189,169,698,3694,0,1,10,2015
485,grants new mental health clinics mentalhealth httpstcoejdncbpi,189,169,698,3694,0,1,10,2015
486,toxic describe mental illness permanent mentalillness httpstcoqryywpatsn,189,169,698,3694,0,1,10,2015
487,history bisexuality httpstcohnmirhxhg,189,169,698,3694,0,1,10,2015
488,embracing gods transgender people httpstcoljghgxcijb,189,169,698,3694,1,1,10,2015
489,sex women spend time children httpstcopldranuzl,189,169,698,3694,0,1,10,2015
490,take children httpstcooueekebc,189,169,698,3694,0,1,10,2015
491,mental illness invisible counseling httpstcozhaantxl,189,169,698,3694,0,1,10,2015
492,calm anxiety httpstcoaemglzm,189,169,698,3694,0,1,10,2015
493,smoking drinking pregnancy httpstcororssvnlq,189,169,698,3694,0,1,10,2015
494,treat mental illness physical illness mentalillnes httpstcopwuoizxpv,189,169,698,3694,0,1,10,2015
495,borderline personality disorder wounding httpstcopgaiwexo,189,169,698,3694,0,1,10,2015
496,access mental health varies state state mentalhealth httpstcodqrjmwcntz,189,169,698,3694,0,1,10,2015
497,young black depressed httpstconuxlbnybx,189,169,698,3694,0,1,10,2015
498,myth addiction httpstcoocoqtbd,189,169,698,3694,0,1,10,2015
499,public housing drug testing httpstcodxufiuuv,189,169,698,3694,0,1,10,2015
500,much hangover cost alcoholism httpstcoflzlmpnwl,189,169,698,3694,0,1,10,2015
501,tips bipolar disorder httpstcohdywey,189,169,698,3694,0,1,10,2015
502,signs teen may using drugs httpstcoovtfqlbuh,189,169,698,3694,0,1,10,2015
503,maximize mental health coverage mentalhealth httpstcozguqkpgkk,189,169,698,3694,0,1,10,2015
504,child sex abuse httpstcooatlgqcv,189,169,698,3694,0,1,10,2015
505,benefit mental health first aid course mentalhealth httpstcofspaxhugp,189,169,698,3694,0,1,10,2015
506,shortage psychiatrist jails httpstcovklwxsdlc,189,169,698,3694,0,1,10,2015
507,different signs teen adult depression httpstcotihqyrivst,189,169,698,3694,0,1,10,2015
508,weed gateway drug httpstcojqzoxgifsa,189,169,698,3694,0,1,10,2015
509,youth mental health election issue mentalhealth httpstcovwfvcdfa,189,169,698,3694,0,1,10,2015
510,conversion therapy banned obama administration httpstcomeikocfywb,189,169,698,3694,0,1,10,2015
511,training prevented suicides httpstcoryvqso,189,169,698,3694,0,1,10,2015
512,biophobia httpstcobdwfbban,189,169,698,3694,0,1,10,2015
513,safe awareness httpstcozeihdnxgpo,189,169,698,3694,0,1,10,2015
514,many struggle tardiness absenteeism,189,169,698,3694,0,1,10,2015
515,people find turning colleagues vent frustrations,189,169,698,3694,0,1,10,2015
516,manage stress job,189,169,698,3694,0,1,10,2015
517,afraid commitment relationships httpstcoxptjkupup,189,169,698,3694,0,1,10,2015
518,gratitude definitely improved overall mood,189,169,698,3694,0,1,10,2015
